dataset_id,menu_id,seed,menu_size,selected_public_candidate_id,selected_candidate_id,selected_value,random_expected_value,random_realized_candidate_id,random_realized_value,space_filling_candidate_id,space_filling_value,oracle_value,llm_minus_random_expected,llm_minus_random_realized,llm_minus_space_filling,rank,percentile,top_quartile_hit,top_one_hit,hypothesis,reason,confidence
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-010,81010,12,option_08,lipo_3396,73.5,59.54166667,lipo_3396,73.5,lipo_3585,51.25,76.375,13.95833333,0.0,22.25,3,0.81818182,True,False,"A neutral, aromatic-rich 2-anilino-quinazoline/naphthyridine bearing a pyridyl and an acetamide (no carboxylic acid, no strongly basic amine) will have the highest logD7.4 in this menu (predicted ~3.5-4).","Most alternatives in this menu carry ionizable groups that collapse logD at pH 7.4: carboxylic acids (options 00, 02, 03, 09, 11), an acidic acylsulfonamide (10), a tetrazole plus basic piperidine zwitterion (04), or basic amines (07). Option_08 is essentially neutral at pH 7.4 (pyridine pKa ~5, anilino NH non-basic) with three fused/linked aromatic rings and an N-methylacetamide, giving high intrinsic lipophilicity that is fully expressed as measured logD.",0.42
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-011,81011,12,option_04,lipo_3650,88.875,61.67708333,lipo_1203,77.5,lipo_3311,64.25,88.875,27.19791667,11.375,24.625,1,1.0,True,True,The neutral bromo-diaminopyrimidine with benzylamino and cyclopropyl-pyrazole substituents will show the highest logD7.4 (~3.5-4) because it combines a heavy halogen and two aryl rings with no ionization at pH 7.4.,"Competing high-logP options are ionization-penalized: option_01 (desloratadine-like secondary amine, pKa ~9.7), option_00 and option_10 (basic piperazine/piperidine), option_07 (acylsulfonamide plus basic amine, zwitterionic), options 03/08 (carboxylic acids). Option_04's exocyclic NH groups on the pyrimidine are non-basic and non-acidic, so its bromoarene/benzyl lipophilicity is retained in the distribution coefficient.",0.33
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-012,81012,12,option_03,lipo_2723,78.75,61.375,lipo_2723,78.75,lipo_3592,25.75,84.625,17.375,0.0,53.0,3,0.81818182,True,False,"The neutral ortho-CF3-phenyl enaminonitrile aryl thioether will give the highest logD7.4 (~3.5-4.5), since diaryl thioethers plus a trifluoromethyl group are strongly lipophilic and the anilines/enamine are non-basic at pH 7.4.","Most other candidates are ionized or polar at pH 7.4: carboxylic acids/zwitterions (04, 06, 07), a peptide macrocycle with multiple acids (11), a basic tertiary amine plus tertiary alcohol (02), a basic primary amine (00), and polar sulfone/Boc or diol amides (05, 08, 10). Option_03 has low polar surface area, an electron-poor CF3 arene, and a sulfur linker, all of which favor partition into octanol without pH penalty.",0.3
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-013,81013,12,option_00,lipo_4198,70.625,60.47916667,lipo_0860,85.0,lipo_3048,69.375,91.25,10.14583333,-14.375,1.25,4,0.72727273,False,False,The chloroquinoline carboxamide bearing a cyclohexylmethyl group will show the highest logD7.4 (~3.5-4.5) because it is neutral at pH 7.4 and combines a chlorinated bicyclic aromatic with a saturated lipophilic alkyl cap.,"Quinoline is only weakly basic (pKa ~4.9), so no ionization penalty applies, while the aryl chloride and cyclohexylmethyl each add strongly to logP. The other candidates are far more polar or ionized: sulfonamide/imide/thiourea heterocycles (01, 03, 04, 09), an ionized carboxylic acid (02), a nitrile/amide-rich piperazine (06), a polar sulfone-bearing thienopyrimidinedione (07), a nitroaryl peptidomimetic with a basic amine (11); option_10 (bromonaphthol) is a close second but is smaller and phenolic.",0.42
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-014,81014,12,option_07,lipo_1657,76.25,60.44791667,lipo_2069,41.125,lipo_2026,64.5,78.5,15.80208333,35.125,11.75,3,0.81818182,True,False,"The 3,5-bis(trifluoromethyl)benzyl ether with a methoxyphenyl and piperazine will still have the highest logD7.4 (~3-3.5) despite partial protonation, because two CF3 groups and two aryl rings give an unusually high intrinsic logP (~5).","Two trifluoromethyl groups on a benzyl ether add roughly +1.8 to logP relative to unsubstituted benzyl, dominating the ~1-1.5 log unit reduction from the basic piperazine at pH 7.4. Every other option is either acidic (03, 08), a small basic amine with modest logP (05, 02, 11), or a polar amide/sulfone/urea-rich neutral molecule with limited lipophilicity (00, 01, 04, 06, 09, 10).",0.35
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-015,81015,12,option_10,lipo_1147,81.0,59.28125,lipo_0776,50.25,lipo_0100,56.125,81.25,21.71875,30.75,24.875,2,0.90909091,True,False,"A neutral-at-assay-pH-dominated, halogenated diaryl alkyl ether with a single weakly basic pyrrolidine and no ionizable acid or polar amide array will show the highest measured logD7.4 in this menu (predicted top-quartile, > the acid-bearing option_07 and the polar-amide options).","The objective rewards high normalized lipophilicity. This candidate combines two aryl rings (one chlorinated), a quaternary benzylic carbon with a methyl, and an ether linker — all strongly hydrophobic — while carrying the lowest heteroatom load in the menu (hetero_low, aromatic_mid, no carbonyls or H-bond donors). Competing options are penalized: option_07 has a free carboxylic acid (ionized, large logD drop), options 02/03/04/05/06/09/11 are hetero_high with multiple amide/nitro/hydroxyl donors, and option_00 carries an oxazole plus carbamate. The single tertiary amine here costs some logD via protonation but not enough to offset the large hydrophobic surface.",0.58
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-016,81016,12,option_00,lipo_2229,90.125,66.25,lipo_3758,70.0,lipo_0909,60.25,90.125,23.875,20.125,29.875,1,1.0,True,True,"The adamantane-acetamide anisidine will rank highest for logD7.4 because a fully saturated, sp3-rich cage contributes large hydrophobic volume with zero ionizable centers; it should exceed every basic-amine and sulfonamide option in this menu.","Adamantyl groups are among the highest per-atom lipophilicity contributors, and this molecule is entirely neutral at pH 7.4 (one secondary amide donor, one methoxy acceptor, hetero_mid). The alternatives lose lipophilicity for identifiable reasons: option_11 and option_03 carry basic aliphatic amines (protonated, logD penalty), option_02/option_08 carry sulfonamides (highly polar, acidic NH), option_04 is hetero_high with three amide-type carbonyls, and option_09 has a primary carboxamide. Option_05 (bromoaryl ketone benzimidazole) is the closest neutral competitor but has less hydrophobic bulk and more aromatic polarity than the adamantane cage.",0.6
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-017,81017,12,option_00,lipo_3302,85.75,63.28125,lipo_0801,58.5,lipo_0775,70.125,87.5,22.46875,27.25,15.625,2,0.90909091,True,False,"The 2,4-dichlorophenyl-substituted aminopyrimidine/imidazole with a nitrile will give the highest logD in this menu; removing either chlorine or neutralizing the dichloroaryl would drop it below the top rank, which makes the claim falsifiable.","This menu is dominated by hetero_high scaffolds, so the discriminator is halogenation and absence of ionizable acids or strongly basic amines. Option_00 carries two aromatic chlorines (halogen_mid) on a biaryl-rich, aromatic_high framework with only weakly basic ring nitrogens and no COOH. The strongest-looking rivals are disqualified by ionization or polarity: option_11 and option_07 both bear free carboxylic acids (anionic at 7.4, large negative logD shift), option_02 and option_04 contain aliphatic basic amines (pyrrolidine, N-methylpiperidine) plus primary carboxamides, option_09 and option_03 add morpholine/acetylpiperazine polarity, and option_05/option_06 are polyhydroxylated. Option_01's chloro-pyrimidine is the runner-up but adds an acetylpiperidine and two methoxy groups.",0.52
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-018,81018,12,option_08,lipo_3376,79.625,65.26041667,lipo_0986,82.25,lipo_0173,55.375,82.25,14.36458333,-2.625,24.25,2,0.90909091,True,False,The chloro-phenothiazine with a dimethylaminopropyl chain will show the highest logD7.4 here: its tricyclic sulfur-containing aromatic core plus aryl chloride gives a very high intrinsic logP that outweighs the ~1-2 log unit penalty from the protonated tertiary amine.,"Phenothiazine tricycles are exceptionally lipophilic (extended fused aromatic surface, polarizable ring sulfur, chlorine substituent) and this candidate is the only hetero_mid, donor-free entry in an otherwise hetero_high menu. Every other option pays a polarity tax: option_09 and option_06 carry sulfonamides, option_02 a free carboxylic acid, option_11 a methylsulfone, option_04 a sulfone plus amide, option_10 a nitro group and ester, options 00/01/05/07 have multiple amide/aminoheterocycle donors. Even after amine protonation, the hydrophobic core should keep this at the top of the menu.",0.55
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-019,81019,12,option_02,lipo_4112,86.25,69.22916667,lipo_1414,85.0,lipo_0684,64.5,91.0,17.02083333,1.25,21.75,2,0.90909091,True,False,"The 4,4-diphenylbutyl piperidine bearing a fluorobenzyl urea will be the most lipophilic point in this menu; its three aromatic rings on a flexible all-carbon linker should place it above the adamantane amide (option_05) and the CF3-ether amide (option_03).","Lipophilicity here scales with the count of unsubstituted hydrophobic aryl rings and the absence of ionizable or polyhydroxyl groups. Option_02 has two plain phenyls plus a fluorophenyl, a purely hydrocarbon propyl linker, and only a urea as polar functionality (hetero_mid, the lowest heteroatom class among the large candidates). Competitors are clearly more polar: option_09 is a huge amino-alcohol/carbamate with phenol and lactam, option_06 has a phenol plus basic pyrrolidine and two ethers, option_07 has a carboxylic acid, option_08 is a polyhydroxy nucleoside, option_10 is a bis-phenol, options 00/04/11 are small and polar. Option_05 (adamantyl toluamide) is the main rival but has far less aromatic surface; the piperidine basicity of option_02 is the main risk to this ranking.",0.54
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-020,81020,12,option_04,lipo_3415,88.75,68.52083333,lipo_1037,73.375,lipo_2441,84.0,88.75,20.22916667,15.375,4.75,1,1.0,True,True,A neutral fused polycyclic chromone bearing a naphthalene/tetrahydrobenzothiophene system with only a non-basic vinylogous-amide morpholine will show the highest logD7.4 in this menu.,"It presents the largest apolar fused aromatic/aliphatic carbon surface of the set plus a lipophilicity-enhancing thiophene sulfur, has no acidic group and no phenol/amide donors, and its morpholine nitrogen is conjugated to the enone so it is essentially non-basic at pH 7.4 - unlike option_10 and option_11 whose high intrinsic logP is discounted by amine protonation, and unlike the acid, sulfonamide, and polar aminopyrimidine options that carry large desolvation penalties.",0.46
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-021,81021,12,option_08,lipo_3514,93.5,64.14583333,lipo_1305,60.5,lipo_2850,72.5,93.5,29.35416667,33.0,21.0,1,1.0,True,True,The neutral chloro-N-methylindole-substituted fused xanthine (option_08) will rank highest in logD7.4 because it has no ionizable centre at pH 7.4.,"Most alternatives are acids (option_03), strongly basic secondary/tertiary amines (option_01, option_05, option_09, option_11) whose logD is suppressed 1-2 log units by ionization at pH 7.4, or small polar heterocycles (option_04, option_06). Option_08 combines a chloroindole, cyclopropylmethyl group, dimethylfuran and a fused pyrazolo-purinedione core, giving a large neutral apolar surface so its logD should approach its logP and exceed the ionized competitors.",0.35
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-022,81022,12,option_11,lipo_0534,81.25,62.84375,lipo_1260,69.0,lipo_3220,44.25,81.25,18.40625,12.25,37.0,1,1.0,True,True,The ortho-ethylbiphenyl-substituted naphthyridinol carbonitrile (option_11) will give the highest logD7.4 in this menu.,"It is the only candidate that is essentially all hydrophobic aromatic carbon (ethylbenzene-biphenyl plus an aza-fused bicycle) with just one weakly acidic hydroxyl and a small nitrile; it avoids the carboxylic acids (option_04, option_08), the basic amines and piperazines (option_00, option_01, option_03, option_06, option_07), and the sulfone/uracil polar ballast (option_05, option_09) that depress logD at pH 7.4.",0.38
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-023,81023,12,option_00,lipo_3491,69.0,71.14583333,lipo_3534,78.75,lipo_3120,57.875,84.0,-2.14583333,-9.75,11.125,8,0.36363636,False,False,"The 2-chlorophenyl triazolo-thienodiazepine (etizolam-like scaffold, option_00) will show the highest logD7.4 in this menu.","Thienotriazolodiazepine scaffolds are neutral at pH 7.4 (the amidine-type nitrogen is only weakly basic), have no H-bond donors, and combine a chlorophenyl ring, an alkylated thiophene and a fused tricyclic core - a classic high-logD combination. Competitors are diamides (option_03, option_07), a peptidomimetic with many donors (option_05), polyol/amide compounds (option_01, option_11) or basic amines (option_09), all of which lose apparent lipophilicity through ionization or H-bond donor burden.",0.34
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-024,81024,12,option_06,lipo_3610,82.5,69.82291667,lipo_0414,79.625,lipo_0721,50.0,84.125,12.67708333,2.875,32.5,2,0.90909091,True,False,"The chlorophenyl-cyclobutyl dimethylaminoalkane (sibutramine-like, option_06) will have the highest logD7.4 here, its very high intrinsic logP outweighing the ~1-1.3 log unit penalty from tertiary-amine protonation.","It is almost purely hydrocarbon plus one chlorine and a single tertiary amine, with no H-bond donors and minimal polar surface, so even after an ionization correction its expected logD sits near the top of the assay range. The neutral alternatives (option_08 SCF3-hydantoin, option_05 diaryl ether pyridine) have comparable logP but substantially more polar carbonyl/heteroatom surface, while the remaining options are acids, alcohols, morpholine-rich or amide-rich and should be markedly less lipophilic.",0.36
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-025,81025,12,option_09,lipo_1465,78.375,66.08333333,lipo_0980,57.25,lipo_4019,70.875,85.0,12.29166667,21.125,7.5,2,0.90909091,True,False,"The neutral, low-polarity 2-ethyl-3-(4-ethoxyphenyl)quinazolin-4(3H)-one will show the highest experimental logD7.4 in this menu (predicted ~4), because it lacks ionizable groups and strong H-bond donors while being fully aromatic with two lipophilic alkyl/alkoxy substituents.","Lipophilicity (logD7.4) is maximized by neutral aromatic systems with alkyl/alkoxy substituents and minimal H-bond donors. Option_09 is a compact fused aromatic quinazolinone with ethoxy and ethyl groups, no basic amine (so no ionization penalty at pH 7.4) and no free NH/OH. Larger candidates (option_03, option_08, option_11) carry sulfone/sulfoxide, basic amines or many polar N atoms that reduce logD substantially; option_02 and option_04 are small aniline/oxindole types with modest logP.",0.5
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-026,81026,12,option_11,lipo_0197,59.875,61.29166667,lipo_2074,67.625,lipo_0993,77.5,77.5,-1.41666667,-7.75,-17.625,7,0.45454545,False,False,"The 4-fluorophenylsulfonyl-urea with a 3,4-dichlorophenoxy-piperidinyl-piperidine will register the highest logD7.4 in this menu, since the two chlorines plus fluorine and large hydrophobic surface outweigh the polar acylsulfonylurea, and the piperidines are weakly basic due to the adjacent sulfonylurea/aryl ether.","Halogenation (2 Cl + F) and a large aromatic/alicyclic hydrophobic scaffold drive high measured logD; the acylsulfonylurea lowers basicity of the ring nitrogens, avoiding a large ionization penalty. Alternatives are either small (diphenylamine, option_05, logP ~3.5) or heavily nitrogen-rich basic amines (option_02, option_07, option_10) that ionize and lose lipophilicity.",0.42
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-027,81027,12,option_11,lipo_3562,81.25,68.32291667,lipo_0380,49.875,lipo_3992,60.375,81.25,12.92708333,31.375,20.875,1,1.0,True,True,"The 4,4-diphenylbutyl-piperidine bearing a dimethylsulfonamide-phenylacetamide will show the highest logD7.4 here (>3.5) because its very large hydrophobic diaryl/piperidine surface dominates over the single polar sulfonamide group.","Extensive aromatic hydrophobic surface (two unsubstituted phenyls plus a tolyl-type ring) and an amide-capped, sterically hindered tertiary amine give high measured logD despite the sulfonamide. Option_03 and option_06 bear carboxylic acid/phenol/basic amines that ionize and depress logD; option_00 (fluoxetine-like) and option_07 are lipophilic but much smaller in hydrophobic surface.",0.45
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-028,81028,12,option_06,lipo_3038,89.375,65.80208333,lipo_2806,68.875,lipo_3038,89.375,89.375,23.57291667,20.5,0.0,1,1.0,True,True,"The 2-bromobenzamide of adamantane-1-methylamine will give the highest logD7.4 in this menu, since a bulky saturated adamantyl cage plus an aryl bromide with only one neutral amide is maximally hydrophobic per heavy atom.","Neutral, non-ionizable, very low heteroatom count, halogen-substituted aromatic ring and a rigid hydrophobic adamantane cage typically yield logD ~4-4.5. Competing options (03, 05, 09, 11) contain carboxylic acid, multiple basic amines, sulfonamide or heavy polar heterocycles that reduce distribution coefficient at pH 7.4; option_08 (aromatic diketone) is lipophilic but its two carbonyls and lower halogen content place it slightly below.",0.42
real_moleculenet_lipophilicity,real_moleculenet_lipophilicity-menu-029,81029,12,option_02,lipo_3610,82.5,69.41666667,lipo_3873,60.25,lipo_1700,72.5,89.125,13.08333333,22.25,10.0,2,0.90909091,True,False,"The 4-chlorophenyl cyclobutane with an isobutyl chain and a tertiary dimethylamino group (sibutramine) will show the highest measured logD7.4 in this menu, driven by very high intrinsic logP (~5) that remains high even with partial protonation.","This candidate is almost entirely hydrocarbon plus a chloroaryl, with only one heteroatom; its intrinsic logP (~5.2) is far above the others, so even a partial ionization penalty leaves a high logD. The remaining candidates are polar, nitrogen-rich or contain phenols, nitriles, amides and multiple heteroaromatic rings (options 03, 04, 06, 07, 08, 10) that limit logD to the 2-3.5 range.",0.48
