mode,seed,round_index,observed_count,selected_by,gate_authorized,gate_reason,revealed_value,best_so_far,transfer_active,open_policy,scored_candidates,positive_adjustments,negative_adjustments,max_abs_adjustment,applied_specs,rejected_specs,llm_called,llm_open_policy,llm_decision,llm_approved,llm_confidence,llm_parse_error
incumbent,1,5,10,incumbent,False,baseline_incumbent_only,84.4027,85.2207,,,0,0,0,0,0,0,,,,,,False
incumbent,1,6,11,incumbent,False,baseline_incumbent_only,86.1982,86.1982,,,0,0,0,0,0,0,,,,,,False
incumbent,1,7,12,incumbent,False,baseline_incumbent_only,92.659,92.659,,,0,0,0,0,0,0,,,,,,False
incumbent,1,8,13,incumbent,False,baseline_incumbent_only,92.1307,92.659,,,0,0,0,0,0,0,,,,,,False
incumbent,1,9,14,incumbent,False,baseline_incumbent_only,92.3912,92.659,,,0,0,0,0,0,0,,,,,,False
incumbent,2,0,5,incumbent,False,baseline_incumbent_only,65.0666,75.2915,,,0,0,0,0,0,0,,,,,,False
incumbent,2,1,6,incumbent,False,baseline_incumbent_only,49.3022,75.2915,,,0,0,0,0,0,0,,,,,,False
incumbent,2,2,7,incumbent,False,baseline_incumbent_only,36.5499,75.2915,,,0,0,0,0,0,0,,,,,,False
incumbent,2,3,8,incumbent,False,baseline_incumbent_only,38.5232,75.2915,,,0,0,0,0,0,0,,,,,,False
incumbent,2,4,9,incumbent,False,baseline_incumbent_only,52.9077,75.2915,,,0,0,0,0,0,0,,,,,,False
incumbent,2,5,10,incumbent,False,baseline_incumbent_only,54.2458,75.2915,,,0,0,0,0,0,0,,,,,,False
incumbent,2,6,11,incumbent,False,baseline_incumbent_only,46.7621,75.2915,,,0,0,0,0,0,0,,,,,,False
incumbent,2,7,12,incumbent,False,baseline_incumbent_only,79.7398,79.7398,,,0,0,0,0,0,0,,,,,,False
incumbent,2,8,13,incumbent,False,baseline_incumbent_only,86.4129,86.4129,,,0,0,0,0,0,0,,,,,,False
incumbent,2,9,14,incumbent,False,baseline_incumbent_only,80.0277,86.4129,,,0,0,0,0,0,0,,,,,,False
incumbent,3,0,5,incumbent,False,baseline_incumbent_only,49.4049,74.3952,,,0,0,0,0,0,0,,,,,,False
incumbent,3,1,6,incumbent,False,baseline_incumbent_only,84.4027,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,2,7,incumbent,False,baseline_incumbent_only,68.5749,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,3,8,incumbent,False,baseline_incumbent_only,64.6676,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,4,9,incumbent,False,baseline_incumbent_only,25.9397,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,5,10,incumbent,False,baseline_incumbent_only,26.3919,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,6,11,incumbent,False,baseline_incumbent_only,74.5113,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,7,12,incumbent,False,baseline_incumbent_only,74.0474,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,8,13,incumbent,False,baseline_incumbent_only,32.8898,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,3,9,14,incumbent,False,baseline_incumbent_only,62.0819,84.4027,,,0,0,0,0,0,0,,,,,,False
incumbent,4,0,5,incumbent,False,baseline_incumbent_only,15.2207,61.6889,,,0,0,0,0,0,0,,,,,,False
incumbent,4,1,6,incumbent,False,baseline_incumbent_only,52.3137,61.6889,,,0,0,0,0,0,0,,,,,,False
incumbent,4,2,7,incumbent,False,baseline_incumbent_only,93.0289,93.0289,,,0,0,0,0,0,0,,,,,,False
incumbent,4,3,8,incumbent,False,baseline_incumbent_only,91.4851,93.0289,,,0,0,0,0,0,0,,,,,,False
incumbent,4,4,9,incumbent,False,baseline_incumbent_only,93.4211,93.4211,,,0,0,0,0,0,0,,,,,,False
incumbent,4,5,10,incumbent,False,baseline_incumbent_only,81.2755,93.4211,,,0,0,0,0,0,0,,,,,,False
incumbent,4,6,11,incumbent,False,baseline_incumbent_only,77.8508,93.4211,,,0,0,0,0,0,0,,,,,,False
incumbent,4,7,12,incumbent,False,baseline_incumbent_only,94.6911,94.6911,,,0,0,0,0,0,0,,,,,,False
incumbent,4,8,13,incumbent,False,baseline_incumbent_only,78.253,94.6911,,,0,0,0,0,0,0,,,,,,False
incumbent,4,9,14,incumbent,False,baseline_incumbent_only,79.6425,94.6911,,,0,0,0,0,0,0,,,,,,False
llm_audit_transfer_open_gate_v1,0,0,5,incumbent,False,challenger_matches_incumbent,27.3101,70.6299,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,1,6,incumbent,False,challenger_matches_incumbent,46.6325,70.6299,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,2,7,incumbent,False,challenger_matches_incumbent,46.0142,70.6299,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,3,8,incumbent,False,challenger_matches_incumbent,34.8063,70.6299,True,True,3024,2105,919,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,4,9,incumbent,False,challenger_matches_incumbent,40.2711,70.6299,True,True,3002,2017,985,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,5,10,incumbent,False,challenger_matches_incumbent,14.8669,70.6299,True,True,3001,2016,985,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,6,11,incumbent,False,challenger_matches_incumbent,26.6781,70.6299,True,True,3000,2015,985,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,7,12,incumbent,False,challenger_matches_incumbent,38.9505,70.6299,True,True,2999,2014,985,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,8,13,incumbent,False,challenger_matches_incumbent,64.8842,70.6299,True,True,2184,2184,0,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,0,9,14,incumbent,False,challenger_matches_incumbent,24.0134,70.6299,True,True,2183,2183,0,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,0,5,incumbent,False,challenger_matches_incumbent,52.5994,74.0607,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,1,6,incumbent,False,challenger_matches_incumbent,60.5287,74.0607,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,2,7,incumbent,False,challenger_matches_incumbent,13.791,74.0607,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,3,8,incumbent,False,challenger_matches_incumbent,45.7793,74.0607,True,True,2189,2189,0,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,4,9,incumbent,False,challenger_matches_incumbent,85.2207,85.2207,True,True,2186,2104,82,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,5,10,incumbent,False,challenger_matches_incumbent,84.4027,85.2207,True,True,3003,2016,987,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,6,11,incumbent,False,challenger_matches_incumbent,86.1982,86.1982,True,True,3022,2035,987,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,7,12,incumbent,False,challenger_matches_incumbent,92.659,92.659,True,True,3021,2100,921,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,8,13,incumbent,False,challenger_matches_incumbent,92.1307,92.659,True,True,2714,2099,615,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,1,9,14,incumbent,False,challenger_matches_incumbent,92.3912,92.659,True,True,3019,2098,921,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,0,5,incumbent,False,challenger_matches_incumbent,65.0666,75.2915,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,1,6,incumbent,False,challenger_matches_incumbent,49.3022,75.2915,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,2,7,incumbent,False,challenger_matches_incumbent,36.5499,75.2915,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,3,8,incumbent,False,challenger_matches_incumbent,38.5232,75.2915,True,True,3025,2038,987,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,4,9,incumbent,False,challenger_matches_incumbent,52.9077,75.2915,True,True,3024,2103,921,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,5,10,incumbent,False,challenger_matches_incumbent,54.2458,75.2915,True,True,3023,2102,921,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,6,11,incumbent,False,challenger_matches_incumbent,46.7621,75.2915,True,True,3022,2101,921,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,7,12,incumbent,False,challenger_matches_incumbent,79.7398,79.7398,True,True,3021,1726,1295,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,8,13,incumbent,False,challenger_matches_incumbent,86.4129,86.4129,True,True,3020,2099,921,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,2,9,14,llm_audit_transfer_open_gate_v1,True,llm_audit_approved_challenger,91.0563,91.0563,True,True,2769,1456,1313,0.12,4,0,True,True,approve,True,0.82,False
llm_audit_transfer_open_gate_v1,3,0,5,incumbent,False,challenger_matches_incumbent,49.4049,74.3952,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,3,1,6,incumbent,False,challenger_matches_incumbent,84.4027,84.4027,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,3,2,7,incumbent,False,challenger_matches_incumbent,68.5749,84.4027,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,3,3,8,incumbent,False,challenger_matches_incumbent,64.6676,84.4027,True,True,676,414,262,0.090979,3,1,False,,,,,False
llm_audit_transfer_open_gate_v1,3,4,9,incumbent,False,challenger_matches_incumbent,25.9397,84.4027,True,True,675,413,262,0.115747,3,1,False,,,,,False
llm_audit_transfer_open_gate_v1,3,5,10,llm_audit_transfer_open_gate_v1,True,llm_audit_approved_challenger,74.0474,84.4027,True,True,1491,1295,196,0.12,4,0,True,True,approve,True,0.74,False
llm_audit_transfer_open_gate_v1,3,6,11,llm_audit_transfer_open_gate_v1,True,llm_audit_approved_challenger,74.5113,84.4027,True,True,2232,2101,131,0.12,4,0,True,True,approve,True,0.73,False
llm_audit_transfer_open_gate_v1,3,7,12,llm_audit_transfer_open_gate_v1,True,llm_audit_approved_challenger,62.0819,84.4027,True,True,1373,1177,196,0.12,3,1,True,True,approve,True,0.72,False
llm_audit_transfer_open_gate_v1,3,8,13,llm_audit_transfer_open_gate_v1,True,llm_audit_approved_challenger,56.0341,84.4027,True,True,2230,1176,1054,0.12,4,0,True,True,approve,True,0.74,False
llm_audit_transfer_open_gate_v1,3,9,14,llm_audit_transfer_open_gate_v1,True,llm_audit_approved_challenger,52.6635,84.4027,True,True,1488,1292,196,0.12,4,0,True,True,approve,True,0.78,False
llm_audit_transfer_open_gate_v1,4,0,5,incumbent,False,challenger_matches_incumbent,15.2207,61.6889,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,1,6,incumbent,False,challenger_matches_incumbent,52.3137,61.6889,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,2,7,incumbent,False,challenger_matches_incumbent,93.0289,93.0289,False,,0,0,0,0.0,0,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,3,8,incumbent,False,challenger_matches_incumbent,91.4851,93.0289,True,True,3003,1703,1300,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,4,9,incumbent,False,challenger_matches_incumbent,93.4211,93.4211,True,True,3024,2038,986,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,5,10,incumbent,False,challenger_matches_incumbent,81.2755,93.4211,True,True,3023,2037,986,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,6,11,incumbent,False,challenger_matches_incumbent,77.8508,93.4211,True,True,3022,2036,986,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,7,12,incumbent,False,challenger_matches_incumbent,94.6911,94.6911,True,True,3021,2035,986,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,8,13,incumbent,False,challenger_matches_incumbent,78.253,94.6911,True,True,2713,2055,658,0.12,4,0,False,,,,,False
llm_audit_transfer_open_gate_v1,4,9,14,incumbent,False,challenger_matches_incumbent,79.6425,94.6911,True,True,3019,2033,986,0.12,4,0,False,,,,,False
llm_transfer_open_gate_v1,0,0,5,incumbent,False,challenger_matches_incumbent,27.3101,70.6299,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,0,1,6,incumbent,False,challenger_matches_incumbent,46.6325,70.6299,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,0,2,7,incumbent,False,challenger_matches_incumbent,46.0142,70.6299,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,0,3,8,incumbent,False,challenger_matches_incumbent,34.8063,70.6299,True,True,3003,2018,985,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,0,4,9,incumbent,False,challenger_matches_incumbent,40.2711,70.6299,True,True,2188,2188,0,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,0,5,10,incumbent,False,challenger_matches_incumbent,14.8669,70.6299,True,True,2689,2031,658,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,0,6,11,incumbent,False,challenger_matches_incumbent,26.6781,70.6299,True,True,3000,2060,940,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,0,7,12,incumbent,False,challenger_matches_incumbent,38.9505,70.6299,True,True,2999,2059,940,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,0,8,13,incumbent,False,challenger_matches_incumbent,64.8842,70.6299,True,True,2184,2184,0,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,0,9,14,incumbent,False,challenger_matches_incumbent,24.0134,70.6299,True,True,2183,2183,0,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,1,0,5,incumbent,False,challenger_matches_incumbent,52.5994,74.0607,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,1,1,6,incumbent,False,challenger_matches_incumbent,60.5287,74.0607,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,1,2,7,incumbent,False,challenger_matches_incumbent,13.791,74.0607,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,1,3,8,incumbent,False,challenger_matches_incumbent,45.7793,74.0607,True,True,2189,2189,0,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,1,4,9,incumbent,False,challenger_matches_incumbent,85.2207,85.2207,True,True,2188,2188,0,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,1,5,10,incumbent,False,challenger_matches_incumbent,84.4027,85.2207,True,True,2149,2061,88,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,1,6,11,incumbent,False,challenger_matches_incumbent,86.1982,86.1982,True,True,2183,2101,82,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,1,7,12,incumbent,False,challenger_matches_incumbent,92.659,92.659,True,True,2184,2184,0,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,1,8,13,incumbent,False,challenger_matches_incumbent,92.1307,92.659,True,True,3020,2099,921,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,1,9,14,incumbent,False,challenger_matches_incumbent,92.3912,92.659,True,True,3019,2098,921,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,2,0,5,incumbent,False,challenger_matches_incumbent,65.0666,75.2915,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,2,1,6,incumbent,False,challenger_matches_incumbent,49.3022,75.2915,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,2,2,7,incumbent,False,challenger_matches_incumbent,36.5499,75.2915,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,2,3,8,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,52.9077,75.2915,True,True,3025,2038,987,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,2,4,9,incumbent,False,challenger_matches_incumbent,54.2458,75.2915,True,True,3024,2037,987,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,2,5,10,incumbent,False,challenger_matches_incumbent,79.7398,79.7398,True,True,3023,2102,921,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,2,6,11,incumbent,False,challenger_matches_incumbent,46.7621,79.7398,True,True,3022,2035,987,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,2,7,12,incumbent,False,challenger_matches_incumbent,68.0663,79.7398,True,True,3021,2100,921,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,2,8,13,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,57.4505,79.7398,True,True,2770,1541,1229,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,2,9,14,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,36.5438,79.7398,True,True,3019,2098,921,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,3,0,5,incumbent,False,challenger_matches_incumbent,49.4049,74.3952,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,3,1,6,incumbent,False,challenger_matches_incumbent,84.4027,84.4027,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,3,2,7,incumbent,False,challenger_matches_incumbent,68.5749,84.4027,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,3,3,8,incumbent,False,challenger_matches_incumbent,64.6676,84.4027,True,True,676,414,262,0.083433,3,1,True,True,,,,False
llm_transfer_open_gate_v1,3,4,9,incumbent,False,challenger_matches_incumbent,25.9397,84.4027,True,True,675,413,262,0.113991,3,1,True,True,,,,False
llm_transfer_open_gate_v1,3,5,10,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,74.0474,84.4027,True,True,1491,1295,196,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,3,6,11,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,74.5113,84.4027,True,True,2232,2101,131,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,3,7,12,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,62.0819,84.4027,True,True,1490,1294,196,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,3,8,13,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,56.0341,84.4027,True,True,1372,1176,196,0.12,3,1,True,True,,,,False
llm_transfer_open_gate_v1,3,9,14,llm_transfer_open_gate_v1,True,authorized_bounded_skill_adjustment,52.6635,84.4027,True,True,1488,1292,196,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,4,0,5,incumbent,False,challenger_matches_incumbent,15.2207,61.6889,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,4,1,6,incumbent,False,challenger_matches_incumbent,52.3137,61.6889,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,4,2,7,incumbent,False,challenger_matches_incumbent,93.0289,93.0289,False,,0,0,0,0.0,0,0,False,,,,,False
llm_transfer_open_gate_v1,4,3,8,incumbent,False,challenger_matches_incumbent,91.4851,93.0289,True,True,3003,1703,1300,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,4,4,9,incumbent,False,challenger_matches_incumbent,93.4211,93.4211,True,True,3024,2038,986,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,4,5,10,incumbent,False,challenger_matches_incumbent,81.2755,93.4211,True,True,3023,2037,986,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,4,6,11,incumbent,False,challenger_matches_incumbent,77.8508,93.4211,True,True,3022,2036,986,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,4,7,12,incumbent,False,challenger_matches_incumbent,94.6911,94.6911,True,True,3021,2035,986,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,4,8,13,incumbent,False,challenger_matches_incumbent,78.253,94.6911,True,True,3020,2034,986,0.12,4,0,True,True,,,,False
llm_transfer_open_gate_v1,4,9,14,incumbent,False,challenger_matches_incumbent,79.6425,94.6911,True,True,2712,1747,965,0.12,4,0,True,True,,,,False
no_care_random,0,0,5,no_care_random,False,baseline_random_search_no_care,2.1036,70.6299,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,1,6,no_care_random,False,baseline_random_search_no_care,0.1218,70.6299,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,2,7,no_care_random,False,baseline_random_search_no_care,86.1051,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,3,8,no_care_random,False,baseline_random_search_no_care,63.8371,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,4,9,no_care_random,False,baseline_random_search_no_care,39.5503,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,5,10,no_care_random,False,baseline_random_search_no_care,16.1738,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,6,11,no_care_random,False,baseline_random_search_no_care,0.8718,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,7,12,no_care_random,False,baseline_random_search_no_care,14.3905,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,8,13,no_care_random,False,baseline_random_search_no_care,49.0968,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,0,9,14,no_care_random,False,baseline_random_search_no_care,6.0342,86.1051,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,0,5,no_care_random,False,baseline_random_search_no_care,0.6471,74.0607,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,1,6,no_care_random,False,baseline_random_search_no_care,49.2046,74.0607,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,2,7,no_care_random,False,baseline_random_search_no_care,40.3119,74.0607,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,3,8,no_care_random,False,baseline_random_search_no_care,87.7532,87.7532,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,4,9,no_care_random,False,baseline_random_search_no_care,69.2763,87.7532,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,5,10,no_care_random,False,baseline_random_search_no_care,7.0246,87.7532,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,6,11,no_care_random,False,baseline_random_search_no_care,24.239,87.7532,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,7,12,no_care_random,False,baseline_random_search_no_care,44.3387,87.7532,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,8,13,no_care_random,False,baseline_random_search_no_care,16.249,87.7532,,,0,0,0,0,0,0,,,,,,False
no_care_random,1,9,14,no_care_random,False,baseline_random_search_no_care,0.3647,87.7532,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,0,5,no_care_random,False,baseline_random_search_no_care,85.8947,85.8947,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,1,6,no_care_random,False,baseline_random_search_no_care,45.9069,85.8947,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,2,7,no_care_random,False,baseline_random_search_no_care,34.5207,85.8947,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,3,8,no_care_random,False,baseline_random_search_no_care,41.0623,85.8947,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,4,9,no_care_random,False,baseline_random_search_no_care,7.1825,85.8947,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,5,10,no_care_random,False,baseline_random_search_no_care,14.0671,85.8947,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,6,11,no_care_random,False,baseline_random_search_no_care,86.1219,86.1219,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,7,12,no_care_random,False,baseline_random_search_no_care,37.9906,86.1219,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,8,13,no_care_random,False,baseline_random_search_no_care,21.2365,86.1219,,,0,0,0,0,0,0,,,,,,False
no_care_random,2,9,14,no_care_random,False,baseline_random_search_no_care,8.4329,86.1219,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,0,5,no_care_random,False,baseline_random_search_no_care,22.435,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,1,6,no_care_random,False,baseline_random_search_no_care,15.1458,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,2,7,no_care_random,False,baseline_random_search_no_care,64.602,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,3,8,no_care_random,False,baseline_random_search_no_care,31.6056,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,4,9,no_care_random,False,baseline_random_search_no_care,3.1497,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,5,10,no_care_random,False,baseline_random_search_no_care,5.8001,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,6,11,no_care_random,False,baseline_random_search_no_care,5.981,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,7,12,no_care_random,False,baseline_random_search_no_care,20.9758,74.3952,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,8,13,no_care_random,False,baseline_random_search_no_care,75.5938,75.5938,,,0,0,0,0,0,0,,,,,,False
no_care_random,3,9,14,no_care_random,False,baseline_random_search_no_care,49.6144,75.5938,,,0,0,0,0,0,0,,,,,,False
no_care_random,4,0,5,no_care_random,False,baseline_random_search_no_care,45.2709,61.6889,,,0,0,0,0,0,0,,,,,,False
