case_id,round_index,observed_count,unrevealed_count,changed_hidden_labels,public_candidate_fingerprint_equal,source_prior_equal,saved_prompt_reproduced_exactly,saved_prompt_reproduced_compatibly,allowed_public_contract_drift,saved_prompt_declared_hash_valid,candidate_menu_invariant,menu_diagnostics_invariant,llm_prompt_invariant,true_prompt_sha256,shadow_prompt_sha256,pass
materials_phonons_to_bulk_modulus,2,5,10982,10936,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,20afc66268cb05761d5a3978dc42a7a806d5a7bf6242a8854fc552d32562bfdf,20afc66268cb05761d5a3978dc42a7a806d5a7bf6242a8854fc552d32562bfdf,True
materials_phonons_to_bulk_modulus,3,6,10981,10917,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,b5252557cf563b80c56d15fb2fd68aab93f57e66505f49e87e43637e10bf4ce4,b5252557cf563b80c56d15fb2fd68aab93f57e66505f49e87e43637e10bf4ce4,True
materials_phonons_to_bulk_modulus,4,7,10980,10927,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,ff2f45537c652de1841ecd56cf8013e11c060b63dbd77ff978b67d173e7ed1d6,ff2f45537c652de1841ecd56cf8013e11c060b63dbd77ff978b67d173e7ed1d6,True
materials_phonons_to_bulk_modulus,5,8,10979,10925,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,867f5eb7dd5f8593cecbd6556459cec8999022c98fb70a0db33a6911dfedfa1e,867f5eb7dd5f8593cecbd6556459cec8999022c98fb70a0db33a6911dfedfa1e,True
materials_phonons_to_bulk_modulus,6,9,10978,10919,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,a486677917e698f25b47ddabb5e64f24208fe875a3397fe211d99a6d5067ae92,a486677917e698f25b47ddabb5e64f24208fe875a3397fe211d99a6d5067ae92,True
materials_phonons_to_bulk_modulus,7,10,10977,10932,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,27c0f6c39ea87f21878aa65e7a6029a79a807d6ec74ca9ed6730596c7b1e1f5d,27c0f6c39ea87f21878aa65e7a6029a79a807d6ec74ca9ed6730596c7b1e1f5d,True
materials_phonons_to_bulk_modulus,8,11,10976,10932,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,f7e257191fd8e3e86dea6332ddb8c4eb67ec20883ffb893554353451dde36050,f7e257191fd8e3e86dea6332ddb8c4eb67ec20883ffb893554353451dde36050,True
materials_phonons_to_bulk_modulus,9,12,10975,10931,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,f3905d9d75666c8db8a96d829e2505cb76952c3d1438f88b8327b510f3612606,f3905d9d75666c8db8a96d829e2505cb76952c3d1438f88b8327b510f3612606,True
materials_dielectric_to_jdft2d,0,3,633,633,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,7b5d612cbe52f6cd3819fd6c696a55d728607d8d99c3160fafd99e02b194c09d,7b5d612cbe52f6cd3819fd6c696a55d728607d8d99c3160fafd99e02b194c09d,True
materials_dielectric_to_jdft2d,1,4,632,631,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,9f791d92228607829d449bd3d0e423e7e13da311134f7508db6ed34e2e587526,9f791d92228607829d449bd3d0e423e7e13da311134f7508db6ed34e2e587526,True
materials_dielectric_to_jdft2d,2,5,631,630,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,0cc633b2df4c5aead64f60646d3b65ace85c1c164984ad001654c3405b7b8599,0cc633b2df4c5aead64f60646d3b65ace85c1c164984ad001654c3405b7b8599,True
materials_dielectric_to_jdft2d,3,6,630,630,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,f9923975ad955012211bcfe77a45bab308e5836e49c065800626e0a7ff65bcd3,f9923975ad955012211bcfe77a45bab308e5836e49c065800626e0a7ff65bcd3,True
materials_dielectric_to_jdft2d,4,7,629,629,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,f595d07254009cc9bdec98228bd7bd63c731aca3cd73df7d29028d269db2f02d,f595d07254009cc9bdec98228bd7bd63c731aca3cd73df7d29028d269db2f02d,True
materials_dielectric_to_jdft2d,5,8,628,628,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,06468ec7b93f2323a0bee7510924b13ca2eca1d5577674809fe01b18495a45ab,06468ec7b93f2323a0bee7510924b13ca2eca1d5577674809fe01b18495a45ab,True
materials_dielectric_to_jdft2d,6,9,627,626,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,286d927b46cdf2cd9ff15a0bfc540c81e9359c52e0e4f26483a1722d6fea97dd,286d927b46cdf2cd9ff15a0bfc540c81e9359c52e0e4f26483a1722d6fea97dd,True
materials_dielectric_to_jdft2d,7,10,626,623,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,a1eb139a9e5befb199229cc2fdc2753c28be9cdd44ca4ae62ccf9e24e409e9fd,a1eb139a9e5befb199229cc2fdc2753c28be9cdd44ca4ae62ccf9e24e409e9fd,True
materials_dielectric_to_jdft2d,8,11,625,624,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,f27273e5078ad8b4d4086cf0cc507064d3e0e6f07ed169606a9d82e3f62a3166,f27273e5078ad8b4d4086cf0cc507064d3e0e6f07ed169606a9d82e3f62a3166,True
materials_dielectric_to_jdft2d,9,12,624,622,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,34e40833f4cb918933eeafa69b2c2ba5cebc281847aa9f77368658d448cb5b4e,34e40833f4cb918933eeafa69b2c2ba5cebc281847aa9f77368658d448cb5b4e,True
materials_expt_gap_to_mp_gap,0,3,106110,86057,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,0c831d39ac167355a2c60d969d8c96d945e013f0c9d316aeea51f5265858ec15,0c831d39ac167355a2c60d969d8c96d945e013f0c9d316aeea51f5265858ec15,True
materials_expt_gap_to_mp_gap,1,4,106109,86163,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,de3c270d1dfab0067c79f4410fe28260de096993be6acaaf0bfa7b2ea0c8b0cc,de3c270d1dfab0067c79f4410fe28260de096993be6acaaf0bfa7b2ea0c8b0cc,True
materials_expt_gap_to_mp_gap,2,5,106108,85928,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,8326b5130ce51165ccfeb2b73a0f7f9fe9535166295a853524ac99bb8273f789,8326b5130ce51165ccfeb2b73a0f7f9fe9535166295a853524ac99bb8273f789,True
materials_expt_gap_to_mp_gap,3,6,106107,85918,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,07cce1044d071794730f4de9d3529f3a014a9a507743b9fe1f42f5568f451ccf,07cce1044d071794730f4de9d3529f3a014a9a507743b9fe1f42f5568f451ccf,True
materials_expt_gap_to_mp_gap,4,7,106106,86115,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,ef1f8fa5fe19084fdc527b7738610d93919f56ce369a988f67877c3cc8bfec95,ef1f8fa5fe19084fdc527b7738610d93919f56ce369a988f67877c3cc8bfec95,True
materials_expt_gap_to_mp_gap,5,8,106105,85821,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,61c5ee3aaeef3c55c573a92c3a1561228832da76e5b35f000b3d5320dec920fc,61c5ee3aaeef3c55c573a92c3a1561228832da76e5b35f000b3d5320dec920fc,True
materials_expt_gap_to_mp_gap,6,9,106104,86073,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,29ffa4174fd506446e7b47683ab986e4630e8154f638700cbd01961bf21a4073,29ffa4174fd506446e7b47683ab986e4630e8154f638700cbd01961bf21a4073,True
materials_expt_gap_to_mp_gap,7,10,106103,86031,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,36f6e1041b236e6a4f4adb1be5def439e9881040d1e6ce44ca6ebddda40f1905,36f6e1041b236e6a4f4adb1be5def439e9881040d1e6ce44ca6ebddda40f1905,True
materials_expt_gap_to_mp_gap,8,11,106102,86015,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,f464c2bce7ea749c8aa4da6c616935adb38d35aaf6efa90c1c335e8dfa290a2a,f464c2bce7ea749c8aa4da6c616935adb38d35aaf6efa90c1c335e8dfa290a2a,True
materials_expt_gap_to_mp_gap,9,12,106101,85918,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,244c1c2f61f504cac19d2ec5f9d44d1489bf9373ae8d864f4d59f2c1b3025da8,244c1c2f61f504cac19d2ec5f9d44d1489bf9373ae8d864f4d59f2c1b3025da8,True
baumgartner_aniline_to_phenethylamine_alphos,0,3,20,20,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,1f95463547b08151b2b0e7964cf5b35613effb31ba74808212f8328f518435a4,1f95463547b08151b2b0e7964cf5b35613effb31ba74808212f8328f518435a4,True
baumgartner_aniline_to_phenethylamine_alphos,1,4,19,17,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,1661a922fb480f43863f1eeff47175ff72513b157815931344c1ca359ad9dd71,1661a922fb480f43863f1eeff47175ff72513b157815931344c1ca359ad9dd71,True
baumgartner_aniline_to_phenethylamine_alphos,2,5,18,16,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,bebf39379b914202c3f8ec1fd446bbf757cda0d65f659cc6508a6164e91fb8e3,bebf39379b914202c3f8ec1fd446bbf757cda0d65f659cc6508a6164e91fb8e3,True
baumgartner_aniline_to_phenethylamine_alphos,3,6,17,17,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,0525f960d90da2b11ff96865e6d3a4cf6d7d187aba00589a402f4538a9ba53e1,0525f960d90da2b11ff96865e6d3a4cf6d7d187aba00589a402f4538a9ba53e1,True
baumgartner_aniline_to_phenethylamine_alphos,4,7,16,16,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,5f9189153839216d5c08c54f4ad6636590d5de50c8d0ab5e304f204461f565ed,5f9189153839216d5c08c54f4ad6636590d5de50c8d0ab5e304f204461f565ed,True
baumgartner_aniline_to_phenethylamine_alphos,5,8,15,15,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,09de4bbbf9f0dd66151214b830411127942bd87fb46fea37ddb2abef3522bab0,09de4bbbf9f0dd66151214b830411127942bd87fb46fea37ddb2abef3522bab0,True
baumgartner_aniline_to_phenethylamine_alphos,6,9,14,14,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,190ce525c138df17886456479afe4159d46faf3223fa3065eb8558aa4fd3f17f,190ce525c138df17886456479afe4159d46faf3223fa3065eb8558aa4fd3f17f,True
baumgartner_aniline_to_phenethylamine_alphos,7,10,13,13,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,a4bd8f23892eca9a50dd9fc9668eedf26da53a86747ca1253146a6e2b1e6ed67,a4bd8f23892eca9a50dd9fc9668eedf26da53a86747ca1253146a6e2b1e6ed67,True
baumgartner_aniline_to_phenethylamine_alphos,8,11,12,12,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,986d331bd1f63d88df8eb0e7f21e85e2f7354173f65b2fdfd68774eadc51813d,986d331bd1f63d88df8eb0e7f21e85e2f7354173f65b2fdfd68774eadc51813d,True
baumgartner_aniline_to_phenethylamine_alphos,9,12,11,11,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,a53f1583d31c6f21f4234e93d3dc3f4f4df748657a513384638c159839d8564f,a53f1583d31c6f21f4234e93d3dc3f4f4df748657a513384638c159839d8564f,True
baumgartner_aniline_to_benzamide_tbuxphos,0,3,29,29,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,caa81c03c948f737cd632835890795bd39ed6245e0f4085f646907548e32b32c,caa81c03c948f737cd632835890795bd39ed6245e0f4085f646907548e32b32c,True
baumgartner_aniline_to_benzamide_tbuxphos,1,4,28,26,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,c57e74fdd93fc96572abcfbef27820a6187fcd2ee1fcbd2ba9aa44a4016b3b73,c57e74fdd93fc96572abcfbef27820a6187fcd2ee1fcbd2ba9aa44a4016b3b73,True
baumgartner_aniline_to_benzamide_tbuxphos,2,5,27,27,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,a16c42b3bfd52b3192963374c450bb485446b1b0c0b4843f19cc2f3fd893df7e,a16c42b3bfd52b3192963374c450bb485446b1b0c0b4843f19cc2f3fd893df7e,True
baumgartner_aniline_to_benzamide_tbuxphos,3,6,26,26,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,ae6aefdc47e4917f1c0a4a97ac3acb5d50711e1e18e49f69ec700cca172c19ec,ae6aefdc47e4917f1c0a4a97ac3acb5d50711e1e18e49f69ec700cca172c19ec,True
baumgartner_aniline_to_benzamide_tbuxphos,4,7,25,21,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,50ac1c41cb7d0581d30dda64d9de0efdd63394e030eab1e3a9a2d8b2dfcfa41e,50ac1c41cb7d0581d30dda64d9de0efdd63394e030eab1e3a9a2d8b2dfcfa41e,True
baumgartner_aniline_to_benzamide_tbuxphos,5,8,24,23,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,25247f4da1d18590f79cf963252213e0e612289fee24bd806cafab1ec0c51cc3,25247f4da1d18590f79cf963252213e0e612289fee24bd806cafab1ec0c51cc3,True
baumgartner_aniline_to_benzamide_tbuxphos,6,9,23,21,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,4fecdbd2fa17315c728e93bd3a85baa63bf954216535be27fe2c18987245322b,4fecdbd2fa17315c728e93bd3a85baa63bf954216535be27fe2c18987245322b,True
baumgartner_aniline_to_benzamide_tbuxphos,7,10,22,22,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,ac522b781b376d02482bb9091e32ecfe38c1ae7cc2f75912ab97a649dd09e287,ac522b781b376d02482bb9091e32ecfe38c1ae7cc2f75912ab97a649dd09e287,True
baumgartner_aniline_to_benzamide_tbuxphos,8,11,21,21,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,a9048a302ee05f6bfeac09c5c2dfe288b219b30a705366b924d17f8ac432a28c,a9048a302ee05f6bfeac09c5c2dfe288b219b30a705366b924d17f8ac432a28c,True
baumgartner_aniline_to_benzamide_tbuxphos,9,12,20,20,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,26d9585bb5a4ca477c4844a4adc40549d58d1d050addc51a3426aaabb8f64cdf,26d9585bb5a4ca477c4844a4adc40549d58d1d050addc51a3426aaabb8f64cdf,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,0,3,31,31,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,86aadd177777fe1c1f94813e23bf6beaf5ae1c148e7ccf95c8663e3db6c82124,86aadd177777fe1c1f94813e23bf6beaf5ae1c148e7ccf95c8663e3db6c82124,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,1,4,30,30,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,9049fe160195482a205962d7144011ccce7dc4ed630809df3a98b756f25ec39a,9049fe160195482a205962d7144011ccce7dc4ed630809df3a98b756f25ec39a,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,2,5,29,29,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,5e24127051ab3270cd2fddfde6f4f8b9718a2d3cb85c4eb57efa38c8c52d32df,5e24127051ab3270cd2fddfde6f4f8b9718a2d3cb85c4eb57efa38c8c52d32df,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,3,6,28,27,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,f87d9445b2fca46f1fa5128fef00eb3b34c3f3905269fec87afaa90bb9aa8ba8,f87d9445b2fca46f1fa5128fef00eb3b34c3f3905269fec87afaa90bb9aa8ba8,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,4,7,27,24,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,9fa51f23accb92ca52dce5b11d33c4550344465dc395c9bcd0226fc1e81fb1fb,9fa51f23accb92ca52dce5b11d33c4550344465dc395c9bcd0226fc1e81fb1fb,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,5,8,26,26,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,d329dfa4ec8f10cb353a0c2344bb3a046f07b6f5610f0689ce77cba42da70507,d329dfa4ec8f10cb353a0c2344bb3a046f07b6f5610f0689ce77cba42da70507,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,6,9,25,25,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,dcb508eee5403f5d2133996b32b15b630691582aca02836ca2fcf365dc497bd0,dcb508eee5403f5d2133996b32b15b630691582aca02836ca2fcf365dc497bd0,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,7,10,24,24,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,523a87ef64b1f6e95ffbd57d7add236f512917140e2443b5206bbe572175cef1,523a87ef64b1f6e95ffbd57d7add236f512917140e2443b5206bbe572175cef1,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,8,11,23,21,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,8c8b575b5598ad1f8e5f7ef40045aee35b250e26d4d11c12e483c4fa2f79e799,8c8b575b5598ad1f8e5f7ef40045aee35b250e26d4d11c12e483c4fa2f79e799,True
baumgartner_aniline_to_phenethylamine_tbubrettphos,9,12,22,22,True,True,False,True,['target.outcome_semantics_added_after_archive'],True,True,True,True,2b13b51d49131acdacf38fab0b455cf3b09064b48df6c224ca93921c529301ad,2b13b51d49131acdacf38fab0b455cf3b09064b48df6c224ca93921c529301ad,True
